calories,carbohydrate,sugar,protein,Cluster,Cluster_Calorias_Promedio,Cluster_Proteinas_Promedio,Cluster_Azucar_Promedio,Cluster_Interpretacion,Cluster_Porcentaje_Total,Cluster_Tipo,Calorias_vs_Promedio_Cluster,Proteinas_vs_Promedio_Cluster,Azucar_vs_Promedio_Cluster
76.28,119.63,0.41,17.79,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-552.71,-16.730000000000004,-5.07
1263.15,5.14,16.54,100.46,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,634.1600000000001,65.94,11.059999999999999
187.41,19.12,86.97,4.49,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,47.889999999999986,-3.74,72.44
1646.83,101.11,2.77,14.87,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,1017.8399999999999,-19.650000000000006,-2.7100000000000004
158.84,19.75,12.66,10.07,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,19.319999999999993,1.8399999999999999,-1.8699999999999992
11.73,17.57,6.07,0.91,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-127.79,-7.32,-8.459999999999999
402.0,47.57,0.36,0.02,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-226.99,-34.5,-5.12
999.98,36.65,5.66,16.72,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,370.99,-17.800000000000004,0.17999999999999972
48.93,65.68,1.62,9.55,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-90.59,1.3200000000000003,-12.91
310.52,12.54,3.21,1.6,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,170.99999999999997,-6.630000000000001,-11.32
305.09,21.98,30.6,11.79,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,165.56999999999996,3.5599999999999987,16.07
726.23,42.72,1.62,19.19,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,97.24000000000001,-15.330000000000002,-3.8600000000000003
1503.92,13.49,4.79,1.9,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,874.9300000000001,-32.620000000000005,-0.6900000000000004
151.88,7.41,6.09,40.24,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-477.11,5.719999999999999,0.6099999999999994
114.08,15.13,1.81,38.6,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-514.91,4.079999999999998,-3.6700000000000004
295.62,22.47,29.72,7.76,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,156.1,-0.47000000000000064,15.19
538.88,6.84,6.95,43.91,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-90.11000000000001,9.389999999999993,1.4699999999999998
108.28,60.94,7.79,55.46,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-520.71,20.939999999999998,2.3099999999999996
716.79,24.93,3.32,16.11,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,87.79999999999995,-18.410000000000004,-2.1600000000000006
245.53,4.92,22.74,82.39,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-383.46000000000004,47.87,17.259999999999998
374.35,15.19,9.22,2.49,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,234.83,-5.74,-5.309999999999999
125.76,9.18,0.54,85.32,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-503.23,50.79999999999999,-4.94
452.51,2.86,9.5,16.78,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-176.48000000000002,-17.740000000000002,4.02
403.7,1.97,13.94,1.08,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,264.17999999999995,-7.15,-0.5899999999999999
144.28,39.63,8.81,14.59,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,4.759999999999991,6.359999999999999,-5.719999999999999
182.76,530.42,5.8,5.01,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,43.23999999999998,-3.2200000000000006,-8.73
1542.53,14.73,5.71,29.92,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,913.54,-4.600000000000001,0.22999999999999954
361.17,21.52,3.38,19.22,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-267.82,-15.300000000000004,-2.1000000000000005
49.2,173.93,3.53,5.96,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-90.32000000000001,-2.2700000000000005,-11.0
18.23,22.32,5.14,18.37,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-121.29,10.14,-9.39
286.7,29.92,2.8,28.07,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-342.29,-6.450000000000003,-2.6800000000000006
796.74,44.85,2.36,3.44,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,167.75,-31.080000000000002,-3.1200000000000006
259.32,90.65,3.8,85.81,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-369.67,51.29,-1.6800000000000006
725.82,41.68,1.51,7.78,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,96.83000000000004,-26.740000000000002,-3.9700000000000006
1179.5,0.31,13.7,1.42,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,550.51,-33.1,8.219999999999999
349.29,6.18,1.92,25.18,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-279.7,-9.340000000000003,-3.5600000000000005
891.7,3.0,4.97,31.36,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,262.71000000000004,-3.1600000000000037,-0.5100000000000007
189.27,9.54,6.47,0.34,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,49.75,-7.890000000000001,-8.059999999999999
108.58,21.67,0.24,11.24,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-520.41,-23.28,-5.24
51.81,25.43,0.87,42.7,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-577.1800000000001,8.18,-4.61
47.89,4.2,11.78,0.93,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-91.63000000000001,-7.300000000000001,-2.75
29.19,1.33,66.03,2.56,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-110.33000000000001,-5.67,51.5
27.11,22.63,4.93,0.0,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-112.41000000000001,-8.23,-9.6
751.18,163.33,13.71,29.39,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,122.18999999999994,-5.130000000000003,8.23
1272.1,3.13,0.73,25.44,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,643.1099999999999,-9.080000000000002,-4.75
1241.83,6.01,10.36,11.99,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,612.8399999999999,-22.53,4.879999999999999
511.39,6.26,7.17,6.62,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-117.60000000000002,-27.900000000000002,1.6899999999999995
67.72,11.03,5.32,40.39,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-71.80000000000001,32.16,-9.209999999999999
354.02,15.36,26.97,64.15,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-274.97,29.630000000000003,21.49
54.97,3.72,7.26,1.08,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-84.55000000000001,-7.15,-7.27
553.67,2.65,1.7,7.96,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-75.32000000000005,-26.560000000000002,-3.7800000000000002
28.33,66.3,0.77,10.13,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-111.19000000000001,1.9000000000000004,-13.76
546.1,26.13,3.17,19.42,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-82.88999999999999,-15.100000000000001,-2.3100000000000005
525.28,62.46,1.27,10.85,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-103.71000000000004,-23.67,-4.210000000000001
394.55,50.96,2.45,66.4,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-234.44,31.880000000000003,-3.0300000000000002
392.95,103.46,4.97,1.06,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,253.42999999999998,-7.17,-9.559999999999999
920.73,9.91,38.66,0.36,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,781.21,-7.87,24.129999999999995
208.66,15.21,1.6,12.43,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-420.33000000000004,-22.090000000000003,-3.8800000000000003
225.87,6.19,2.97,2.89,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,86.35,-5.34,-11.559999999999999
139.19,20.1,18.4,3.95,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-0.3300000000000125,-4.28,3.869999999999999
7.55,54.19,0.91,14.18,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-131.97,5.949999999999999,-13.62
1295.21,34.77,0.75,171.22,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,666.22,136.7,-4.73
42.13,1.83,2.68,11.43,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-97.39000000000001,3.1999999999999993,-11.85
339.8,2.81,3.03,0.24,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,200.28,-7.99,-11.5
27.78,25.23,17.58,0.04,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-111.74000000000001,-8.190000000000001,3.049999999999999
82.32,16.44,2.86,16.22,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-57.20000000000002,7.989999999999998,-11.67
14.96,37.05,15.71,0.01,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-124.56,-8.22,1.1800000000000015
581.97,8.29,29.15,0.43,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,442.45000000000005,-7.800000000000001,14.62
46.34,18.24,0.15,1.58,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-93.18,-6.65,-14.379999999999999
1177.94,48.25,0.78,18.3,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,548.95,-16.220000000000002,-4.7
260.15,23.07,71.52,3.22,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,120.62999999999997,-5.01,56.989999999999995
350.61,73.29,17.77,1.98,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,211.09,-6.25,3.24
470.68,2.71,3.92,31.4,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-158.31,-3.1200000000000045,-1.5600000000000005
333.01,19.44,0.69,12.47,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-295.98,-22.050000000000004,-4.790000000000001
0.3,5.19,0.96,1.51,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-139.22,-6.720000000000001,-13.57
883.12,70.81,6.85,94.0,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,254.13,59.48,1.3699999999999992
1110.54,27.97,3.96,28.65,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,481.54999999999995,-5.8700000000000045,-1.5200000000000005
529.26,100.7,5.88,9.6,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-99.73000000000002,-24.92,0.39999999999999947
145.89,30.54,8.47,0.82,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,6.369999999999976,-7.41,-6.059999999999999
275.18,5.41,7.9,0.73,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,135.66,-7.5,-6.629999999999999
856.4,53.27,11.63,6.4,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,227.40999999999997,-28.120000000000005,6.15
37.74,34.94,13.91,25.6,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-101.78,17.37,-0.6199999999999992
135.85,23.89,12.38,14.89,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-3.670000000000016,6.66,-2.1499999999999986
139.52,26.54,3.08,6.83,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,0.0,-1.4000000000000004,-11.45
217.57,8.43,7.26,78.47,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-411.42,43.949999999999996,1.7799999999999994
380.75,24.12,2.81,7.02,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-248.24,-27.500000000000004,-2.6700000000000004
7.39,4.47,11.62,10.75,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-132.13000000000002,2.5199999999999996,-2.91
2.98,9.81,28.58,19.11,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-136.54000000000002,10.879999999999999,14.049999999999999
32.36,1.5,13.67,12.09,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-107.16000000000001,3.8599999999999994,-0.8599999999999994
463.52,5.19,17.61,0.42,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,324.0,-7.8100000000000005,3.08
264.13,39.05,2.97,23.04,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-364.86,-11.480000000000004,-2.5100000000000002
229.68,10.72,5.74,1.34,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,90.16,-6.890000000000001,-8.79
161.81,16.8,30.56,0.14,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,22.289999999999992,-8.09,16.03
138.81,12.91,14.61,0.04,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-0.710000000000008,-8.190000000000001,0.08000000000000007
363.51,23.52,0.5,78.49,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-265.48,43.96999999999999,-4.98
600.99,195.8,5.25,23.11,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-28.0,-11.410000000000004,-0.23000000000000043
452.67,21.28,12.13,144.71,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-176.32,110.19,6.65
74.78,2.97,7.55,0.7,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-64.74000000000001,-7.53,-6.9799999999999995
539.11,13.46,0.83,13.39,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-89.88,-21.130000000000003,-4.65
93.5,39.28,2.57,23.68,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-535.49,-10.840000000000003,-2.9100000000000006
493.26,3.1,5.43,17.35,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-135.73000000000002,-17.17,-0.05000000000000071
10.66,2.32,0.08,73.42,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-128.86,65.19,-14.45
196.69,1.89,1.48,1.81,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,57.16999999999999,-6.42,-13.049999999999999
448.59,181.98,36.47,12.03,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-180.40000000000003,-22.490000000000002,30.99
133.7,50.22,0.1,32.71,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-495.29,-1.8100000000000023,-5.380000000000001
534.7,0.99,0.32,3.17,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-94.28999999999996,-31.35,-5.16
76.76,0.65,48.21,0.2,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-62.760000000000005,-8.030000000000001,33.68
689.29,5.14,1.13,12.72,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,60.299999999999955,-21.800000000000004,-4.3500000000000005
879.61,0.03,8.34,7.83,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,250.62,-26.690000000000005,2.8599999999999994
117.95,17.11,6.67,1.15,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-21.570000000000007,-7.08,-7.859999999999999
84.83,26.93,43.34,10.52,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-54.69000000000001,2.289999999999999,28.810000000000002
60.62,140.98,148.75,5.53,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-78.9,-2.7,134.22
513.03,2.18,0.13,49.14,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-115.96000000000004,14.619999999999997,-5.3500000000000005
51.19,39.96,8.11,18.31,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-88.33000000000001,10.079999999999998,-6.42
226.38,13.44,0.45,37.7,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-402.61,3.1799999999999997,-5.03
203.16,16.61,54.33,0.59,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,63.639999999999986,-7.640000000000001,39.8
1375.2,18.79,27.83,29.6,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,746.21,-4.920000000000002,22.349999999999998
1715.48,44.66,6.67,32.98,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,1086.49,-1.5400000000000063,1.1899999999999995
1440.69,30.59,5.78,30.63,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,811.7,-3.890000000000004,0.2999999999999998
473.41,9.91,1.84,6.57,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-155.57999999999998,-27.950000000000003,-3.6400000000000006
927.15,0.05,1.73,12.29,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,298.15999999999997,-22.230000000000004,-3.7500000000000004
238.3,0.21,9.43,2.64,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,98.78,-5.59,-5.1
241.33,32.19,1.43,1.0,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,101.81,-7.23,-13.1
213.0,55.84,11.98,1.19,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,73.47999999999999,-7.040000000000001,-2.549999999999999
61.82,15.63,5.23,19.06,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-77.70000000000002,10.829999999999998,-9.299999999999999
426.27,14.98,9.75,4.48,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-202.72000000000003,-30.040000000000003,4.27
34.97,2.73,30.32,4.95,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-104.55000000000001,-3.2800000000000002,15.790000000000001
567.1,15.55,9.34,14.1,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-61.889999999999986,-20.42,3.8599999999999994
219.66,24.36,5.33,1.32,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,80.13999999999999,-6.91,-9.2
242.85,28.81,1.99,8.57,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-386.14,-25.950000000000003,-3.49
148.17,39.47,0.16,14.83,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-480.82000000000005,-19.690000000000005,-5.32
184.4,4.82,4.14,33.31,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-444.59000000000003,-1.2100000000000009,-1.3400000000000007
22.02,31.2,0.74,70.07,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-117.50000000000001,61.83999999999999,-13.79
